,sci_name,presence,origin,seasonal,compiler,yrcompiled,citation,generalisd,legend,Shape_Length,Shape_Area,MAT_nichefrac_1980,MAT_change_1980,MTWM_nichefrac_1980,MTWM_change_1980,MTCM_nichefrac_1980,MTCM_change_1980,AP_nichefrac_1980,AP_change_1980,PDQ_nichefrac_1980,PDQ_change_1980
29,Epipedobates machalilla,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),14.347020775840361,3.0111311762380883,0.9753102210302704,0.2991299033164978,1.0,0.3278517425060272,0.9753102210302704,0.12854117155075073,0.987653229926281,-0.0032953908666968346,0.9629675652323748,0.0005070108454674482
30,Caecilia occidentalis,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),2.9795005751288874,0.1648076130602132,1.0,0.7213589549064636,1.0,0.9853470921516418,1.0,0.2679190933704376,1.0,-0.0029290588572621346,1.0,0.00029110946343280375
31,Pristimantis celator,1,1,1,Kelsey Neam,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),5.567209528369871,0.32203359047231267,0.949996622651367,0.4194278419017792,1.0,0.46234330534935,1.0,0.16454686224460602,0.950003759257787,0.001391927246004343,0.950003759257787,0.001557345618493855
32,Gephyromantis malagasius,1,1,1,IUCN,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),17.42553552379536,5.3148318867019855,1.0,0.27078816294670105,1.0,-0.13283909857273102,1.0,0.2666664123535156,1.0,0.001774281496182084,1.0,0.0005775052704848349
33,Anodonthyla vallani,1,1,1,Louise Hobin,2016,International Union for Conservation of Nature (IUCN),0,Extant (resident),0.28183318183324246,0.0017353238949725936,0.0,0.27599143981933594,1.0,-0.1707305908203125,1.0,0.15154743194580078,1.0,0.0001950301229953766,1.0,0.00021598195598926395
34,Scaphiophryne boribory,1,1,1,Louise Hobin,2016,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),1.1819882290096464,0.061266700807409535,1.0,0.31836408376693726,1.0,-0.06694136559963226,1.0,0.20404170453548431,1.0,0.0004993286565877497,1.0,8.671327668707818e-05
35,Scaphiophryne boribory,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),0.8201340109415858,0.03181065883409664,0.7966055235581839,0.28158023953437805,1.0,-0.12277298420667648,1.0,0.17825408279895782,1.0,0.0013822296168655157,1.0,0.00026909136795438826
36,Leptodactylodon axillaris,1,1,1,IUCN,2012,IUCN (International Union for Conservation of Nature) and Conservation International.,0,Extant (resident),0.2844497453339391,0.0060367486025484215,1.0,0.13571126759052277,1.0,-0.08301687985658646,1.0,-0.15135209262371063,1.0,0.007805982138961554,1.0,4.90375487061101e-06
37,Oreophryne crucifer,1,1,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),7.26175598706408,0.1333927094066884,1.0,0.14225544035434723,1.0,0.1535693258047104,1.0,0.08811283111572266,1.0,0.011838776059448719,1.0,0.006206582300364971
38,Pristimantis maculosus,1,1,1,Louise Hobin,2016,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.48112901079153747,0.008283723391169178,1.0,0.8512665629386902,1.0,1.361337661743164,1.0,0.30388855934143066,1.0,-0.007286967243999243,1.0,-0.0011201462475582957
39,Pristimantis maculosus,1,1,1,Kelsey Neam,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.6085806115414055,0.008733758302066727,1.0,0.7432446479797363,1.0,1.1317976713180542,1.0,0.19321878254413605,1.0,0.0017889675218611956,1.0,-0.0012864494929090142
40,Pristimantis maculosus,1,1,1,IUCN,2016,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.6776727763460485,0.014728719640987853,1.0,0.7718543410301208,1.0,1.196079969406128,1.0,0.2961425483226776,1.0,-0.004994165617972612,1.0,-0.001174334087409079
41,Glandirana susurra,1,1,1,Janice Chanson,2020,IUCN (International Union for Conservation of Nature),0,Extant (resident),0.8108911067095012,0.014670902144710556,1.0,0.3481030762195587,1.0,-0.0005073550855740905,1.0,0.6570243835449219,1.0,0.0061101652681827545,1.0,0.0014536087401211262
42,Leptobrachella dringi,1,1,1,Louise Hobin,2018,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),30.234534295866784,13.51044129827638,0.9719800280107611,0.1988956332206726,0.9859921509453735,0.2464911937713623,0.9719800280107611,0.18960905075073242,1.0,0.005077148322016001,1.0,0.0015885154716670513
43,Pristimantis atrabracus,1,1,1,Steve Best,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),0.10021960683962604,0.0007992438944963422,1.0,0.3499898612499237,1.0,0.5801258087158203,1.0,0.1010441780090332,1.0,-0.00017876175115816295,1.0,0.0006128118839114904
44,Pristimantis hoogmoedi,1,1,1,Grisel Velasquez and Margarita Lampo,2020,IUCN (International Union for Conservation of Nature).,0,Extant (resident),1.4193560703943118,0.004400965078830277,1.0,0.04882240295410156,1.0,-0.056717872619628906,1.0,0.030669212341308594,1.0,-0.0032893456518650055,1.0,-0.0012753491755574942
45,Telmatobius atahualpai,1,1,1,Kelsey Neam,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),4.000716211727652,0.48249188457372216,1.0,0.16765110194683075,1.0,0.3459579050540924,1.0,0.040418222546577454,1.0,-0.0007246528984978795,1.0,0.00018871818610932678
46,Mantophryne insignis,1,1,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),2.3106701775065908,0.07126770309094667,1.0,0.05916035547852516,1.0,0.0528361052274704,1.0,0.05124406889081001,1.0,-0.0022947494871914387,1.0,-0.0011507541639730334
47,Ptychadena filwoha,1,1,1,Aina Pascual Cuadras,2012,IUCN (International Union for Conservation of Nature) and Conservation International.,0,Extant (resident),0.6279229692198398,0.010969720695786257,1.0,0.5579275488853455,1.0,0.8221074938774109,1.0,0.4452275037765503,1.0,-0.002067247172817588,1.0,0.00016537938790861517
48,Tachycnemis seychellensis,1,1,1,Evie J Morris,2013,"IUCN (International Union for Conservation of Nature), Conservation International.",0,Extant (resident),1.1326578507783902,0.01469925419084723,1.0,0.09280064702033997,1.0,0.09365095943212509,1.0,0.08068138360977173,1.0,-0.0023986115120351315,1.0,-0.0009142865310423076
49,Rhombophryne longicrus,1,1,1,Mark D. Scherz,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),1.3223427995770947,0.03198589503545925,0.7498678048204663,0.21175965666770935,1.0,-0.18524286150932312,1.0,0.13695022463798523,1.0,0.0018514423863962293,1.0,0.0002684135106392205
50,Leptodactylus colombiensis,1,1,1,Nieves Garcia,2020,IUCN (International Union for Conservation of Nature) and Conservation International,0,Extant (resident),49.36530449972994,11.307132721997528,1.0,0.6103560924530029,1.0,0.8615391254425049,0.9966735120385448,0.23121124505996704,0.9699594102808762,0.0010367300128564239,0.9666159893084214,0.0004505907418206334
51,Leptodactylus colombiensis,6,1,1,Nieves Garcia,2020,IUCN (International Union for Conservation of Nature) and Conservation International,0,Presence Uncertain,0.10190428114175118,0.000819485888527646,1.0,0.3647804260253906,1.0,0.06644821166992188,1.0,0.2424001693725586,1.0,0.004254046827554703,1.0,0.0010100910440087318
52,Mantella manery,1,1,1,Louise Hobin,2015,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),0.4911640840400994,0.004647700761370125,0.8328874198371345,0.2133275270462036,1.0,-0.07557297497987747,1.0,0.16688907146453857,1.0,0.0032895479816943407,1.0,0.00037204413092695177
53,Oreolalax jingdongensis,1,1,1,Lauren Warr,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),4.774007842901962,1.4631134481625627,1.0,0.4644952416419983,1.0,0.623422384262085,1.0,-0.21283379197120667,1.0,0.0013677449896931648,1.0,3.822467988356948e-05
54,Ichthyophis paucidentulus,1,1,1,Kelsey Neam,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),0.7637300949245603,0.040333766265667266,1.0,0.2751536965370178,1.0,0.38895416259765625,1.0,0.2092178612947464,1.0,0.00686054490506649,1.0,0.002213898580521345
55,Hyloxalus ruizi,1,1,1,IUCN,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.2873311246760707,0.006569683640852535,1.0,0.5779638290405273,1.0,0.5289726257324219,1.0,0.22354984283447266,1.0,-5.894899368286133e-05,1.0,0.0015009427443146706
56,Occidozyga rhacoda,1,1,1,Kelsey Neam,2018,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),17.444480245451498,2.996155128630365,1.0,0.19112536311149597,1.0,0.29523980617523193,1.0,0.16254445910453796,0.9905652447256377,0.005553011782467365,1.0,0.0014813818270340562
57,Occidozyga rhacoda,1,1,1,IUCN,2018,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),4.17545413983813,0.4994667921428112,1.0,0.21936559677124023,1.0,0.30801114439964294,1.0,0.21934840083122253,1.0,0.006055546458810568,1.0,0.0017862592358142138
58,Copiula annanoreenae,1,1,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),0.10020988883292467,0.000799088699530147,1.0,0.14266014099121094,1.0,0.17924880981445312,1.0,0.03981781005859375,1.0,0.008660241961479187,1.0,0.005353167653083801
59,Oreobates lehri,1,1,1,Kelsey Neam,2017,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),1.7266087202755929,0.11190503459647307,1.0,0.19757592678070068,1.0,0.6477871537208557,1.0,0.11874529719352722,1.0,-0.00588120287284255,1.0,-0.00039217868470586836
60,Charadrahyla pinorum,1,1,1,IUCN & Paulina Arias Caballero-CONABIO,2019,IUCN (International Union for Conservation of Nature).,0,Extant (resident),1.243651063366972,0.061538400897285045,0.8333691104837588,0.4479391574859619,1.0,0.2619881331920624,1.0,0.43568092584609985,1.0,0.0010696537792682648,1.0,5.729087206418626e-05
61,Charadrahyla pinorum,1,1,1,Lauren Warr,2019,IUCN (International Union for Conservation of Nature).,0,Extant (resident),1.3004998011666684,0.08913769623624732,0.8332195607139647,0.42558130621910095,1.0,0.22500327229499817,1.0,0.3609967827796936,1.0,0.0015775066567584872,1.0,0.00012744181731250137
62,Austrochaperina mehelyi,1,1,1,Louise Hobin,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),9.568364488345935,0.3284176630310149,1.0,0.12226907908916473,1.0,0.12913694977760315,1.0,0.02484833262860775,1.0,-0.00147061247844249,1.0,-0.00084147066809237
63,Megophrys sangzhiensis,1,1,1,Lauren Warr,2019,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),0.1118529102128867,0.0009955661641297675,1.0,0.22644805908203125,1.0,0.7906551361083984,1.0,0.5373640060424805,1.0,-0.006102904677391052,1.0,-0.001833854359574616
64,Rhinella festae,1,1,1,Kelsey Neam,2016,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),10.003148838726235,3.3608416981830103,1.0,0.3602137267589569,1.0,0.7944871187210083,1.0,0.027645813301205635,0.9876427988221428,0.00028760655550286174,0.9876724303617703,0.000298851024126634
65,Cacosternum boettgeri,1,1,1,Evie J Morris,2013,"IUCN (International Union for Conservation of Nature), Conservation International.",0,Extant (resident),81.980111706532,210.10858981069094,0.9913579570583528,-0.12438856810331345,0.9899299121866876,-0.1913946568965912,0.9883453730700518,-0.30039599537849426,0.9870461050880408,0.00020466276328079402,0.97188680837754,0.00012269736907910556
66,Anomaloglossus degranvillei,1,1,1,Louise Hobin,2018,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.10050295509424421,0.0008037696456545108,1.0,0.0893096923828125,1.0,-0.07715606689453125,1.0,0.10714340209960938,1.0,-0.000962328165769577,1.0,0.0014193742536008358
67,Cophyla karenae,1,1,1,Louise Hobin,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),0.19749595318764998,0.002485932199999418,0.5003518091396517,0.2736738920211792,1.0,-0.10249942541122437,1.0,0.26937586069107056,1.0,0.001990678021684289,1.0,0.00026244568289257586
68,Platymantis luzonensis,1,1,1,IUCN,2017,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),3.3319762133539643,0.15636356947243535,1.0,0.2579668164253235,1.0,0.4359929859638214,1.0,-0.02806783840060234,1.0,-0.004231112543493509,1.0,-0.0011998953996226192
69,Platymantis luzonensis,1,1,1,Jennifer Luedtke,2017,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),1.7509666915962863,0.05374805771430379,1.0,-0.008848913945257664,1.0,0.0005288604297675192,1.0,-0.1317828893661499,1.0,-0.005726069211959839,1.0,-0.0007264932501129806
70,Platymantis luzonensis,1,1,1,Louise Hobin,2017,IUCN (International Union for Conservation of Nature) & Conservation International,0,Extant (resident),0.5788842353950625,0.013333072375878677,1.0,0.20814576745033264,1.0,0.3431780934333801,1.0,-0.05755847319960594,1.0,-0.0020482477266341448,1.0,-0.0017937939846888185
71,Sarcohyla cyanomma,4,1,1,Kelsey Neam,2019,IUCN (International Union for Conservation of Nature),0,Possibly Extinct,0.10808110649919565,0.000929554031494972,1.0,0.40116116404533386,1.0,0.2711811065673828,1.0,0.47340822219848633,1.0,-0.003132767975330353,1.0,-0.0006721112877130508
72,Plethodontohyla guentheri,1,1,1,Jennifer Luedtke,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),2.413498655151589,0.11207213731250136,0.8331146634057023,0.2396436482667923,1.0,-0.16202926635742188,1.0,0.21579396724700928,1.0,0.0016262250719591975,1.0,0.00018531933892518282
73,Tomopterna milletihorsini,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),0.10053936753966634,0.00077960511514778,1.0,0.2405071258544922,1.0,-0.7266960740089417,1.0,0.24507999420166016,1.0,0.00046649202704429626,1.0,1.823663478717208e-05
74,Tomopterna milletihorsini,1,1,1,IUCN,2016,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),0.10053936747808123,0.0007796051141154026,1.0,0.2405071258544922,1.0,-0.7266960740089417,1.0,0.24507999420166016,1.0,0.00046649202704429626,1.0,1.823663478717208e-05
75,Ecnomiohyla fimbrimembra,1,1,1,Kelsey Neam,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),3.300838193645544,0.17551878540057889,1.0,0.12782524526119232,1.0,-0.1262279748916626,1.0,0.04713490977883339,1.0,-0.0005076151574030519,1.0,0.0011676972499117255
76,Cacosternum australis,1,1,1,Alex Rebelo,2016,"IUCN (International Union for Conservation of Nature), Conservation International and South African Frog Re-assessment Group (SA-FRoG).",0,Extant (resident),7.9948965767362274,1.265686615754865,1.0,0.19218601286411285,1.0,0.25247910618782043,1.0,0.00011867573630297557,1.0,-3.1929124816088006e-05,1.0,0.00011697473382810131
77,Pristimantis viridis,1,1,1,Kelsey Neam,2016,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Extant (resident),0.5621014847190542,0.015860499423288515,1.0,0.7367712259292603,1.0,1.01649010181427,1.0,0.22800889611244202,1.0,0.002863476285710931,1.0,-0.0006453616078943014
78,Oedipina nimaso,1,1,1,Lauren Warr,2019,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe",0,Extant (resident),0.10617091013308153,0.0008969863975269419,1.0,0.08934402465820312,1.0,0.032924652099609375,1.0,0.1186990737915039,1.0,0.000704348087310791,1.0,0.001189975067973137
79,Atelopus limosus,1,1,1,Brian Gratwicke,2018,IUCN (International Union for Conservation of Nature) & Conservation International.,0,Extant (resident),1.8854537389143715,0.11584615879295178,1.0,0.16276538372039795,1.0,0.1307399719953537,1.0,-0.023026183247566223,1.0,-0.0043977126479148865,1.0,-0.0002367384877288714
80,Oreophryne brachypus,1,1,1,Lauren Warr,2019,IUCN (International Union for Conservation of Nature) and Conservation International,0,Extant (resident),12.245790050247965,1.0719760608765805,1.0,0.08095799386501312,1.0,0.07245581597089767,1.0,0.08050087094306946,1.0,0.000717540446203202,1.0,0.0005362132797017694
81,Natalobatrachus bonebergi,6,1,1,Alex Rebelo,2016,"IUCN (International Union for Conservation of Nature), Conservation International and South African Frog Re-assessment Group (SA-FRoG).",0,Presence Uncertain,0.48509514650857355,0.018246636302020867,1.0,0.4714396893978119,1.0,1.1403871774673462,1.0,-0.11389360576868057,1.0,0.0004708951455540955,1.0,0.00040736098890192807
82,Natalobatrachus bonebergi,1,1,1,Alex Rebelo,2016,"IUCN (International Union for Conservation of Nature), Conservation International and South African Frog Re-assessment Group (SA-FRoG).",0,Extant (resident),7.7899687133799125,0.5029368511015869,1.0,0.3659297525882721,0.9361513725221289,0.6542878746986389,1.0,0.08316956460475922,1.0,-0.0016243590507656336,1.0,0.0002439874951960519
83,Natalobatrachus bonebergi,5,1,1,Alex Rebelo,2016,"IUCN (International Union for Conservation of Nature), Conservation International and South African Frog Re-assessment Group (SA-FRoG).",0,Extinct,0.6195776672746027,0.02805619923321308,1.0,0.4109072685241699,1.0,0.7744339108467102,1.0,-0.1518430858850479,1.0,0.0010601470712572336,1.0,0.00033289159182459116
84,Atelopus pastuso,4,1,1,Laurence Jarvis,2012,"IUCN (International Union for Conservation of Nature), Conservation International & NatureServe.",0,Possibly Extinct,2.956718267014422,0.29790091793031365,1.0,0.410779744386673,1.0,0.5878744125366211,1.0,0.09460379183292389,0.9090956295765715,-0.00212798360735178,0.9090956295765715,0.0010585772106423974
85,Boophis septentrionalis,1,1,1,Jennifer Luedtke,2015,International Union for Conservation of Nature (IUCN),0,Extant (resident),10.908562774382128,1.5189902643097406,1.0,0.2121070921421051,0.9798564890807233,-0.14378970861434937,1.0,0.16451509296894073,1.0,0.002566814888268709,1.0,0.00019985383551102132
